locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A12_01608	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01609	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01610	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01611	CDS	312				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01612	CDS	660				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01613	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01614	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01615	CDS	408	ygfX			Inner membrane protein YgfX
Sample_Maccabi_Ecoli_SeqPlate10_A12_01616	CDS	522	fldB		COG0716	Flavodoxin 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01617	CDS	897	int_3	2.7.7.-		Integrase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01618	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01619	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01620	CDS	882	prfB		COG1186	Peptide chain release factor RF2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01621	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01622	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01623	CDS	126	yqfG			putative protein YqfG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01624	CDS	1449	uacT		COG2233	Uric acid transporter UacT
Sample_Maccabi_Ecoli_SeqPlate10_A12_01625	CDS	750	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01626	CDS	1101	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_01627	CDS	489	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01628	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01629	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01630	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01631	CDS	2871	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01632	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_01633	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01634	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
Sample_Maccabi_Ecoli_SeqPlate10_A12_01635	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01636	CDS	771				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01637	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01638	CDS	933	arcC1_1	2.7.2.2		Carbamate kinase 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01639	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01640	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01641	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01642	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
Sample_Maccabi_Ecoli_SeqPlate10_A12_01643	CDS	1779		1.14.14.51		Limonene hydroxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01644	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01645	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_01646	CDS	2298	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01647	CDS	756	nlpD_1			Murein hydrolase activator NlpD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01648	tRNA	74				tRNA-Gly(ccc)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01649	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01650	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01651	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01652	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01653	CDS	1419	araE			Arabinose-proton symporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01654	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01655	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01656	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01657	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01658	CDS	2160	aas		COG0204	Bifunctional protein Aas
Sample_Maccabi_Ecoli_SeqPlate10_A12_01659	CDS	1194	lplT			Lysophospholipid transporter LplT
Sample_Maccabi_Ecoli_SeqPlate10_A12_01660	CDS	1041	tas		COG0667	Protein tas
Sample_Maccabi_Ecoli_SeqPlate10_A12_01661	CDS	219	ygdR_1			putative lipoprotein YgdR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01662	CDS	714				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01663	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
Sample_Maccabi_Ecoli_SeqPlate10_A12_01664	CDS	147				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01665	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01666	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
Sample_Maccabi_Ecoli_SeqPlate10_A12_01667	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01668	CDS	795		2.1.1.45		Thymidylate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01669	CDS	471				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01670	CDS	564				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01671	CDS	408				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01672	CDS	324				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01673	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01674	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
Sample_Maccabi_Ecoli_SeqPlate10_A12_01675	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01676	CDS	1827	dda	3.6.4.12		ATP-dependent DNA helicase dda
Sample_Maccabi_Ecoli_SeqPlate10_A12_01677	CDS	1332	argA_1	2.3.1.1	COG0548	Amino-acid acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01678	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01679	CDS	825	licT		COG3711	Transcription antiterminator LicT
Sample_Maccabi_Ecoli_SeqPlate10_A12_01680	CDS	1581	malX_2		COG1263	PTS system maltose-specific EIICB component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01681	CDS	1176	malY_2		COG1168	Protein MalY
Sample_Maccabi_Ecoli_SeqPlate10_A12_01682	CDS	597	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01683	CDS	948		1.1.1.81	COG0111	Hydroxypyruvate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01684	CDS	1377				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01685	CDS	429				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01686	CDS	537				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01687	CDS	1080				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01688	CDS	1761				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01689	CDS	1431				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01690	CDS	1638				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01691	CDS	3354				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01692	CDS	1137				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01693	CDS	261				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01694	CDS	1104				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01695	CDS	1119				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01696	CDS	1788				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01697	CDS	2481	vgrG1_1	6.3.2.-		Actin cross-linking toxin VgrG1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01698	CDS	2637	clpV1_1		COG0542	Protein ClpV1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01699	CDS	492	hcpA_1		COG3157	Major exported protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01700	CDS	1653	yiaD_1		COG2885	putative lipoprotein YiaD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01701	CDS	666				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01702	CDS	1338				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01703	CDS	1539				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01704	CDS	501				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01705	tRNA	77				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01706	tRNA	77				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01707	tRNA	77				tRNA-Met(cat)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01708	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01709	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01710	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01711	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01712	CDS	228	ygdR_2			putative lipoprotein YgdR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01713	CDS	918	gcvA			Glycine cleavage system transcriptional activator
Sample_Maccabi_Ecoli_SeqPlate10_A12_01714	CDS	396				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01715	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
Sample_Maccabi_Ecoli_SeqPlate10_A12_01716	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01717	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01718	CDS	1419	fucK_1	2.7.1.51	COG1070	L-fuculokinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01719	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01720	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01721	CDS	648	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01722	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01723	CDS	846		3.1.11.-		Flap endonuclease
Sample_Maccabi_Ecoli_SeqPlate10_A12_01724	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01725	CDS	1290	sdaC		COG0814	Serine transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01726	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01727	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01728	CDS	546	syd			Protein Syd
Sample_Maccabi_Ecoli_SeqPlate10_A12_01729	CDS	330	yqcC		COG3098	putative protein YqcC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01730	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
Sample_Maccabi_Ecoli_SeqPlate10_A12_01731	CDS	450			COG0716	putative protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01732	CDS	1353	gudP			putative glucarate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_01733	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01734	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01735	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01736	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01737	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01738	CDS	249	mazE		COG2336	Antitoxin MazE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01739	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01740	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01741	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01742	CDS	1299	eno	4.2.1.11	COG0148	Enolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01743	CDS	873				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01744	CDS	108	yqcG			putative protein YqcG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01745	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01746	CDS	1008	cra_1		COG1609	Catabolite repressor/activator
Sample_Maccabi_Ecoli_SeqPlate10_A12_01747	CDS	1404	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01748	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
Sample_Maccabi_Ecoli_SeqPlate10_A12_01749	CDS	1518	scrY_1			Sucrose porin
Sample_Maccabi_Ecoli_SeqPlate10_A12_01750	CDS	921	scrK	2.7.1.4	COG0524	Fructokinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01751	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01752	CDS	1278	yqcE			Inner membrane protein YqcE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01753	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01754	CDS	1455		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01755	CDS	1410	ygcS_1			Inner membrane metabolite transport protein YgcS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01756	CDS	780	etfB		COG2086	Electron transfer flavoprotein subunit beta
Sample_Maccabi_Ecoli_SeqPlate10_A12_01757	CDS	861	etfA		COG2025	Electron transfer flavoprotein subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A12_01758	CDS	576	ygcP		COG1954	putative protein YgcP
Sample_Maccabi_Ecoli_SeqPlate10_A12_01759	CDS	261	fixX_2		COG2440	Ferredoxin-like protein FixX
Sample_Maccabi_Ecoli_SeqPlate10_A12_01760	CDS	501				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01761	CDS	687		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01762	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01763	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01764	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01765	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01766	CDS	153	hokE_2			Toxic protein HokE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01767	CDS	1038	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01768	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_01769	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_01770	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01771	CDS	324	ygbE			Inner membrane protein YgbE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01772	CDS	312	ftsB		COG2919	Cell division protein FtsB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01773	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01774	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01775	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
Sample_Maccabi_Ecoli_SeqPlate10_A12_01776	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01777	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01778	CDS	1140	nlpD_2		COG0739	Murein hydrolase activator NlpD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01779	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01780	CDS	552	fldP			Flavodoxin FldP
Sample_Maccabi_Ecoli_SeqPlate10_A12_01781	CDS	1044				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01782	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
Sample_Maccabi_Ecoli_SeqPlate10_A12_01783	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01784	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01785	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01786	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01787	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01788	CDS	657		3.1.3.16		Serine/threonine-protein phosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01789	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
Sample_Maccabi_Ecoli_SeqPlate10_A12_01790	CDS	345				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01791	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01792	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01793	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
Sample_Maccabi_Ecoli_SeqPlate10_A12_01794	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
Sample_Maccabi_Ecoli_SeqPlate10_A12_01795	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01796	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
Sample_Maccabi_Ecoli_SeqPlate10_A12_01797	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01798	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
Sample_Maccabi_Ecoli_SeqPlate10_A12_01799	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01800	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
Sample_Maccabi_Ecoli_SeqPlate10_A12_01801	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
Sample_Maccabi_Ecoli_SeqPlate10_A12_01802	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
Sample_Maccabi_Ecoli_SeqPlate10_A12_01803	CDS	543	nqo9	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit 9
Sample_Maccabi_Ecoli_SeqPlate10_A12_01804	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
Sample_Maccabi_Ecoli_SeqPlate10_A12_01805	CDS	411				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01806	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
Sample_Maccabi_Ecoli_SeqPlate10_A12_01807	CDS	1425	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
Sample_Maccabi_Ecoli_SeqPlate10_A12_01808	CDS	1458	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01809	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
Sample_Maccabi_Ecoli_SeqPlate10_A12_01810	CDS	528	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
Sample_Maccabi_Ecoli_SeqPlate10_A12_01811	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
Sample_Maccabi_Ecoli_SeqPlate10_A12_01812	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01813	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
Sample_Maccabi_Ecoli_SeqPlate10_A12_01814	CDS	1515	norR		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
Sample_Maccabi_Ecoli_SeqPlate10_A12_01815	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_01816	CDS	774	srlR_4		COG1349	Glucitol operon repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_01817	CDS	360				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01818	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01819	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01820	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01821	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
Sample_Maccabi_Ecoli_SeqPlate10_A12_01822	CDS	1086	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
Sample_Maccabi_Ecoli_SeqPlate10_A12_01823	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
Sample_Maccabi_Ecoli_SeqPlate10_A12_01824	CDS	1062	UVSX			Recombination and repair protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_01825	CDS	501	recX		COG2137	Regulatory protein RecX
Sample_Maccabi_Ecoli_SeqPlate10_A12_01826	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_01827	CDS	186	csrA		COG1551	Carbon storage regulator
Sample_Maccabi_Ecoli_SeqPlate10_A12_01828	tRNA	93				tRNA-Ser(gct)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01829	tRNA	77				tRNA-Arg(acg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01830	tRNA	77				tRNA-Arg(acg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01831	tRNA	77				tRNA-Arg(acg)
Sample_Maccabi_Ecoli_SeqPlate10_A12_01832	tRNA	77				tRNA-Arg(acg)
